ID,STATE_NAME,ST_ABBREV,MINORPCT,LIFEEXP,LOWINCPCT,LESSHSPCT,LINGISOPCT,UNEMPPCT,P_MINORPCT,P_LIFEEXP,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNEMPPCT,tract_geoid10,LIFEEXP_SE,NEG_LIFEEXP,Index_Raw,Index_5_Ptiles,Index_4_Ptiles,Index_best_Ptiles,PCA_Index_V1,PCA_Index_V2
230010106002,Maine,ME,0.039486673,74.9,19.7921821,4.654442899999999,0,3.2231405,8.65201364,84.56972580076132,35.23425953,28.79336323,45.3531987,39.37037636,23001010600,1.589,75.1,20.55395309999999,46.664184724152264,37.187799455,46.664184724152264,46.48519764733961,98.73674032367742
230010107002,Maine,ME,0.121499014,79.7,13.4676145,9.8259405,7.5685904,1.3437058,24.41242163,40.9660634881646,22.25493517,53.91912057,79.01854537,18.41443327,23001010700,1.8817,70.3,20.50117024,42.91461957363292,43.401758595,42.91461957363292,45.232604565845435,86.42854240916677
230010400001,Maine,ME,0.011235955,78.2,8.4269663,1.3546798,0,0.5681818,2.881995703,56.910761687493,11.6202319,8.939836278,45.3531987,12.8129201,23001040000,1.5427,71.8,16.42996558,27.127389733098596,19.6815467445,27.127389733098596,35.9858993877321,52.89853346641661
230010400002,Maine,ME,0.050764951,78.2,13.0785414,6.6536204,0,0.9797918,11.09123767,56.910761687493,21.41309728,39.63728296,45.3531987,15.12194509,23001040000,1.5427,71.8,18.50239072,35.6872571434986,30.381381007499996,35.6872571434986,41.558081767437585,75.87608832104672
230010410001,Maine,ME,0.065021072,77.5,24.2387333,2.1651965,0,1.3464991000000002,14.02225381,63.7635635531345,43.82234371,13.73206849,45.3531987,18.4419313,23001041000,1.6723,72.5,20.05008578,37.022621150626904,30.33738555,37.022621150626904,45.87368155825097,78.71343725126992
230010410002,Maine,ME,0.050486163,77.5,16.4357918,7.631578899999999,0,6.772633,11.03218236,63.7635635531345,28.39854741,44.50691683,45.3531987,70.5088256,23001041000,1.6723,72.5,20.66800074,50.5062104186269,47.191872135,50.5062104186269,46.38564378392723,104.84569325022454
230010410003,Maine,ME,0.004788508,77.5,34.3974461,7.716049399999999,0,1.3452915,1.868277303,63.7635635531345,61.23127098,44.89067831,45.3531987,18.43688521,23001041000,1.6723,72.5,23.1917574,46.7351193506269,42.4780083,46.7351193506269,54.519312184871,105.4293629281613
230050001001,Maine,ME,0.061657033,77.6,24.6628131,0,0,0,13.34054306,62.8862485483081,44.63280053,4.579298546,45.3531987,11.7753852,23005000100,2.7697,72.4,19.41256262,33.84538630486162,26.585170744,33.84538630486162,44.42667032618182,71.48691152613836
230050001002,Maine,ME,0.099192618,77.6,15.2249135,6.0493827,0,0,20.57564485,62.8862485483081,25.9154722,36.49508185,45.3531987,11.7753852,23005000100,2.7697,72.4,18.73485924,36.48507729966162,29.884784487500003,36.48507729966162,42.33601840327918,78.24603589608058
230050001003,Maine,ME,0.081841432,77.6,20.3104787,0,0,0,17.31044678,62.8862485483081,36.25987978,4.579298546,45.3531987,11.7753852,23005000100,2.7697,72.4,18.54209574,32.17080215486162,24.4919405565,32.17080215486162,41.98337577737304,66.76595689642677
